2	23
2	149
9	16
12	16
12	23
12	49
14	16
14	53
16	21
16	22
16	23
16	25
16	26
16	28
16	29
16	30
16	32
16	38
16	42
16	43
16	45
16	48
16	49
16	50
16	51
16	53
16	54
16	55
16	57
16	58
16	59
16	61
16	62
16	65
16	68
16	71
16	74
16	76
16	79
16	83
16	84
16	85
16	86
16	88
16	93
16	101
16	103
16	104
16	106
16	107
16	108
16	110
16	113
16	116
16	121
16	122
16	123
16	124
16	126
16	127
16	131
16	134
16	139
16	143
16	145
16	147
16	148
16	149
16	151
16	153
16	154
16	156
16	158
16	160
16	164
16	166
16	167
16	168
16	170
16	171
16	172
16	174
16	178
16	179
16	180
16	183
16	184
16	187
16	189
16	191
16	192
16	201
19	23
21	23
23	28
23	33
23	42
23	49
23	50
23	51
23	53
23	55
23	57
23	58
23	61
23	69
23	74
23	78
23	79
23	83
23	84
23	85
23	86
23	88
23	90
23	104
23	106
23	107
23	108
23	110
23	111
23	116
23	121
23	122
23	123
23	124
23	126
23	127
23	134
23	137
23	145
23	149
23	153
23	155
23	156
23	164
23	170
23	174
23	176
23	178
23	179
23	183
23	184
23	185
23	187
23	191
26	49
26	84
26	126
28	49
28	50
28	106
28	124
28	126
28	134
28	137
28	154
28	201
29	137
30	49
38	154
38	189
48	49
48	57
49	50
49	53
49	57
49	61
49	84
49	85
49	95
49	124
49	137
49	139
49	142
49	149
49	153
49	154
49	171
49	178
49	189
50	57
50	116
50	124
50	126
50	127
50	134
50	145
50	149
50	171
51	124
51	154
53	57
53	143
53	189
53	191
55	57
55	137
55	153
57	61
57	84
57	86
57	88
57	101
57	107
57	116
57	126
57	149
57	154
57	174
57	189
61	110
61	124
62	126
79	149
84	124
84	127
84	137
84	145
84	184
84	189
85	189
86	124
88	189
106	189
116	153
116	183
121	137
121	189
122	137
122	153
122	189
124	126
124	137
124	145
124	154
124	155
124	174
124	189
126	137
126	149
126	153
126	189
137	149
137	153
137	178
137	184
137	189
145	174
145	189
149	153
149	154
149	170
149	178
149	189
153	154
153	164
154	189
164	183
168	189
174	183
183	189
189	191
